condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,valid-sd,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Dry Creek 2020,0,0.2051086603564236,0.7382410700288716,1.0480892658233643,0.5988861327663596,0.7546440362930298,4252.0,0.2527095189372517,1.0652141752520963,,,
fcf_s1_random,0,,,,,,,,,0.29968231069647483,1.0875550134439802,4.0660300206774025e-06
fcf_s1_random,1,,,,,,,,,-0.0338550736091948,1.0330090398259406,0.0
fcf_s1_random,2,,,,,,,,,0.04588436170975747,1.0171268967942155,0.0
fcf_s1_random,3,,,,,,,,,0.25814812654295993,1.0787944260228404,0.0006719721057921735
fcf_s1_random,4,,,,,,,,,0.1120718024852514,0.9639606757656703,2.9553983038610454e-08
fcf_s1_random,5,,,,,,,,,0.25756460632448863,1.0193606329326168,0.0013275909945082986
fcf_s1_random,6,,,,,,,,,0.38944307368075487,1.0222914342408147,0.0
fcf_s1_random,7,,,,,,,,,0.1644087599188508,1.036928249256543,0.0029831315006902948
fcf_s1_random,8,,,,,,,,,0.026796236074679698,0.9717496800828517,0.0
fcf_s1_random,9,,,,,,,,,0.3012151278270711,1.032360105557357,1.5196197633571273e-08
fcf_s1_random,10,,,,,,,,,0.17528962017801172,0.9360726962945091,0.03390031330327847
fcf_s1_random,11,,,,,,,,,0.3089440111025656,0.7372267368756876,6.947634354492749e-07
fcf_s1_random,12,,,,,,,,,0.25661936891502696,0.9021355378909702,0.012657031601215118
fcf_s1_random,13,,,,,,,,,0.08728220267307933,0.9629314990463957,8.881784197001252e-16
fcf_s1_random,14,,,,,,,,,-0.005676308430939961,0.9725358722169961,0.0
fcf_s1_random,15,,,,,,,,,0.25013018705032986,0.9812523226675044,0.0414265045491371
fcf_s1_random,16,,,,,,,,,0.12400362852378301,1.0488135919615418,2.6606434833098547e-08
fcf_s1_random,17,,,,,,,,,-0.012913917961044907,1.015440158086693,0.0
fcf_s1_random,18,,,,,,,,,0.14202532301971754,1.0324980050280437,4.6451925111101744e-05
fcf_s1_random,19,,,,,,,,,0.13527257734769194,0.9737506890179024,5.139694346101287e-05
fcf_s1_random,20,,,,,,,,,0.2778574379518975,0.9404915008567538,3.5246101592889545e-09
fcf_s1_random,21,,,,,,,,,-0.13716473280265387,1.065990480734437,0.0
fcf_s1_random,22,,,,,,,,,-0.03047966038708415,0.9996061872442048,0.0
fcf_s1_random,23,,,,,,,,,0.17943053291237027,0.8794023638227744,0.10604109588612665
fcf_s1_random,24,,,,,,,,,0.10083990612609112,1.0584174766844452,5.387912338505885e-12
fcf_s1_random,25,,,,,,,,,0.1888750954144784,0.9748319788019958,0.9787557605411743
fcf_s1_random,26,,,,,,,,,-0.024514273112333586,1.0089990182133564,0.0
fcf_s1_random,27,,,,,,,,,0.3035422600689794,0.9181386674181631,7.132738844006781e-12
fcf_s1_random,28,,,,,,,,,0.31109922151373737,1.1234087922591796,2.7750382880498137e-08
fcf_s1_random,29,,,,,,,,,0.010148208847793237,1.0362849137037742,0.0
fcf_s1_random,30,,,,,,,,,-0.009430821311352167,1.057094167830497,0.0
fcf_s1_random,31,,,,,,,,,0.21366881678214544,1.0688035970538505,0.8925922495532548
fcf_s1_random,32,,,,,,,,,0.45161205478867383,1.0323604780449185,0.0
fcf_s1_random,33,,,,,,,,,-0.02298849896977282,1.0629404590399993,0.0
fcf_s1_random,34,,,,,,,,,-0.08209418715244382,1.0443744505483301,0.0
fcf_s1_random,35,,,,,,,,,0.09896976598349053,1.0591856914715523,2.0747847884194925e-12
fcf_s1_random,36,,,,,,,,,0.36891428469432386,1.0100292039314411,0.0
fcf_s1_random,37,,,,,,,,,0.14010007752151565,0.9956551253366763,1.5459472344714342e-05
fcf_s1_random,38,,,,,,,,,0.20289552209383843,1.0034417166905505,0.5879597029285806
fcf_s1_random,39,,,,,,,,,0.19835564362917865,0.9903280006455377,0.5258918955881924
fcf_s1_random,40,,,,,,,,,0.267073626924057,1.0646467752581141,3.8432945457911316e-05
fcf_s1_random,41,,,,,,,,,0.23433700059966933,1.01327447294906,0.08906809583364206
fcf_s1_random,42,,,,,,,,,0.29229503708352683,0.9805931577726648,1.6479801780988623e-06
fcf_s1_random,43,,,,,,,,,0.30012066535059795,0.9413118545882742,1.145062318297363e-07
fcf_s1_random,44,,,,,,,,,0.2091304643989495,1.0031643038221922,0.7865415451086275
fcf_s1_random,45,,,,,,,,,0.20874490707456955,0.9324757626117703,0.7217243236308348
fcf_s1_random,46,,,,,,,,,0.09150210875873313,1.0545081618011964,1.3322676295501878e-15
fcf_s1_random,47,,,,,,,,,0.15240296066060993,0.9830654768117639,3.0103406864157023e-05
