condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,valid-sd,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Banner 2020,0,0.4002275822416028,0.9950183007831572,1.510498046875,0.49931472261735427,0.8162197470664978,18260.0,0.4055057136550721,1.4537635105763274,,,
fcf_s1_random,0,,,,,,,,,0.06326608745726474,1.4548378781872608,0.0
fcf_s1_random,1,,,,,,,,,-0.1685779890228814,1.5133810018213707,0.0
fcf_s1_random,2,,,,,,,,,-0.02365747745101505,1.5057034506591311,0.0
fcf_s1_random,3,,,,,,,,,0.23845905671175638,1.4738059742227292,0.0
fcf_s1_random,4,,,,,,,,,0.4272425897649178,1.4475831513887392,6.253535553835121e-07
fcf_s1_random,5,,,,,,,,,0.3466062469955264,1.4651552920401651,1.9539925233402755e-14
fcf_s1_random,6,,,,,,,,,0.37866350497350704,1.431377206834868,0.004654026795989141
fcf_s1_random,7,,,,,,,,,0.3185237281652241,1.4694555486347867,0.0
fcf_s1_random,8,,,,,,,,,0.07765019413081028,1.509144793554378,0.0
fcf_s1_random,9,,,,,,,,,0.10024339390273404,1.4844530684363015,0.0
fcf_s1_random,10,,,,,,,,,0.2932364653509611,1.4543789722936582,0.0
fcf_s1_random,11,,,,,,,,,-0.03647500582608958,1.5276704296817862,0.0
fcf_s1_random,12,,,,,,,,,-0.10445894805046169,1.5179251481328468,0.0
fcf_s1_random,13,,,,,,,,,0.10804531005872259,1.489606317877846,0.0
fcf_s1_random,14,,,,,,,,,0.20528861160134093,1.4582133673869309,0.0
fcf_s1_random,15,,,,,,,,,-0.08988811920429263,1.4495986558106218,0.0
fcf_s1_random,16,,,,,,,,,0.191007639039796,1.4586538332991987,0.0
fcf_s1_random,17,,,,,,,,,-0.041772361497483285,1.5085501683787887,0.0
fcf_s1_random,18,,,,,,,,,0.31626717003150895,1.4627001303492237,0.0
fcf_s1_random,19,,,,,,,,,0.07355099999712855,1.4831542400343518,0.0
fcf_s1_random,20,,,,,,,,,0.32986912383877726,1.414825532989728,0.0
fcf_s1_random,21,,,,,,,,,-0.057546714827442634,1.516349909279578,0.0
fcf_s1_random,22,,,,,,,,,0.3222380587494898,1.451351114993889,0.0
fcf_s1_random,23,,,,,,,,,0.19322626951383892,1.4542517315534522,0.0
fcf_s1_random,24,,,,,,,,,0.2655026666325229,1.452105764976799,0.0
fcf_s1_random,25,,,,,,,,,0.04065812990382421,1.5076203407789277,0.0
fcf_s1_random,26,,,,,,,,,0.287831013076838,1.4539396212677358,0.0
fcf_s1_random,27,,,,,,,,,0.13429238913963404,1.4595329319668604,0.0
fcf_s1_random,28,,,,,,,,,-0.17554793960500573,1.4711626163350673,0.0
fcf_s1_random,29,,,,,,,,,-0.09193687865333813,1.4414889128130568,0.0
fcf_s1_random,30,,,,,,,,,-0.0038531745081716797,1.4935250149259252,0.0
fcf_s1_random,31,,,,,,,,,0.2841214807883409,1.4550565301354499,0.0
fcf_s1_random,32,,,,,,,,,0.2581088952964997,1.4762109267872876,0.0
fcf_s1_random,33,,,,,,,,,0.05551907084125158,1.501047968679074,0.0
fcf_s1_random,34,,,,,,,,,0.1404219791710156,1.5015239343062,0.0
fcf_s1_random,35,,,,,,,,,-0.04779826676211582,1.4894822641562446,0.0
fcf_s1_random,36,,,,,,,,,0.205880693370225,1.4579507630894961,0.0
fcf_s1_random,37,,,,,,,,,0.34560969292864346,1.3755941492794572,0.0
fcf_s1_random,38,,,,,,,,,0.19779195741726008,1.4732005071675724,0.0
fcf_s1_random,39,,,,,,,,,0.05176270693203777,1.480142303203154,0.0
fcf_s1_random,40,,,,,,,,,0.3432416076172734,1.4671863165280346,4.196643033083092e-14
fcf_s1_random,41,,,,,,,,,0.012509792641854115,1.5079733879499237,0.0
fcf_s1_random,42,,,,,,,,,-0.07328316689222086,1.5223796236647966,0.0
fcf_s1_random,43,,,,,,,,,0.2789655235185925,1.4514957792472643,0.0
fcf_s1_random,44,,,,,,,,,0.1955407036451509,1.4883502145689698,0.0
fcf_s1_random,45,,,,,,,,,0.17140848083180876,1.4698983085416577,0.0
fcf_s1_random,46,,,,,,,,,0.06206741173765273,1.480220624264703,0.0
fcf_s1_random,47,,,,,,,,,0.05942052590922955,1.4618038037253553,0.0
fcf_s1_random,48,,,,,,,,,0.3812777746732185,1.4115848733428376,0.002543554657757685
