condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Cameron 2021,0,0.015191728832118346,1.0666044459623203,1.4131609201431274,0.48171914042978514,0.9171171188354492,0.01595815870435015,1.292956554179301,,,
fcf_s1_random,0,,,,,,,,0.0802711304107713,1.1459584351833747,1.3220404372793482e-05
fcf_s1_random,1,,,,,,,,0.1327047985342158,0.7362880754192429,1.5919865425928492e-10
fcf_s1_random,2,,,,,,,,0.10989408458020881,1.1605708340373961,2.0388222776723808e-07
fcf_s1_random,3,,,,,,,,0.005709793567276332,1.1764619048800202,0.5231370775648123
fcf_s1_random,4,,,,,,,,0.02912745715667224,1.1421195434456333,0.13848756772314919
fcf_s1_random,5,,,,,,,,0.053343013756773236,0.9053910299988606,0.05554252772396495
fcf_s1_random,6,,,,,,,,0.06601084720896223,0.7032060227157247,0.00023358311171239876
fcf_s1_random,7,,,,,,,,0.015615477920664736,1.1576293782433111,0.6975875336119275
fcf_s1_random,8,,,,,,,,0.06295684705951198,1.309223628978652,0.018364231326567726
fcf_s1_random,9,,,,,,,,-0.08242013321196076,1.3461325387962586,1.588601155066982e-07
fcf_s1_random,10,,,,,,,,-0.004407384281889818,1.3507691643465851,0.27741933912747974
fcf_s1_random,11,,,,,,,,0.0892287659889179,1.2827803448762516,4.6577329329888784e-05
fcf_s1_random,12,,,,,,,,0.22032698959608796,1.2170091522194817,0.0
fcf_s1_random,13,,,,,,,,0.0713400068440836,1.0699639571214903,0.0116543141033838
fcf_s1_random,14,,,,,,,,0.06966581680422276,0.7051459055312456,0.0035430964109872676
fcf_s1_random,15,,,,,,,,0.006336941652264272,1.128206585335249,0.5356303396905706
fcf_s1_random,16,,,,,,,,0.04300286737283115,0.9548713967407638,0.13114213332067748
fcf_s1_random,17,,,,,,,,0.1382555378269369,1.2825198884164575,4.143041465454189e-11
fcf_s1_random,18,,,,,,,,0.06400857360428783,1.296707099311397,0.07665179879118145
fcf_s1_random,19,,,,,,,,0.09435047106096107,1.1403395774330303,7.201494357467197e-05
fcf_s1_random,20,,,,,,,,0.17454235880196917,1.2950865485257614,1.7763568394002505e-15
fcf_s1_random,21,,,,,,,,0.057481364496938595,1.2891298742228163,0.003920368940918184
fcf_s1_random,22,,,,,,,,0.1986790969905773,1.2835638268917473,0.0
fcf_s1_random,23,,,,,,,,0.0835397866291132,1.2773796564442055,0.0015674238714669109
fcf_s1_random,24,,,,,,,,0.0590669695906496,1.086664668046269,0.00966366717606748
fcf_s1_random,25,,,,,,,,0.22210515588110583,0.6777935410036373,0.0
fcf_s1_random,26,,,,,,,,0.07121033498763545,0.8085802241507047,0.0009275495976739379
fcf_s1_random,27,,,,,,,,0.10881105845010929,0.6349791489920829,7.307734426476031e-07
fcf_s1_random,28,,,,,,,,0.0072059914679453285,1.2904795621359253,0.713623165884631
fcf_s1_random,29,,,,,,,,0.11100620954702792,1.1395640398355051,2.2233825931472495e-06
fcf_s1_random,30,,,,,,,,0.1197612287815451,0.9723342304488716,3.995368480502748e-08
fcf_s1_random,31,,,,,,,,0.10336132166422196,0.9800154903449407,0.00016838689556974984
fcf_s1_random,32,,,,,,,,-0.024996979050496394,1.2788241435350347,0.22749323521134257
fcf_s1_random,33,,,,,,,,0.19735904277876798,0.8179928523128889,0.0
fcf_s1_random,34,,,,,,,,0.13401960448257527,0.8159214804061306,3.940932025159327e-10
fcf_s1_random,35,,,,,,,,0.05768293486076372,1.2806505792553502,0.06594854816467266
fcf_s1_random,36,,,,,,,,0.15085580525782555,1.3300817443454032,2.3838220286620526e-10
fcf_s1_random,37,,,,,,,,0.09808976649877216,1.2522536040909011,3.0829348061534034e-05
fcf_s1_random,38,,,,,,,,0.046581545906818025,1.2985746126780138,0.11604523239918207
fcf_s1_random,39,,,,,,,,0.17455772909710582,1.0107423779353397,0.0
fcf_s1_random,40,,,,,,,,0.08071209308543081,1.0735767004979606,0.0005200018424638131
fcf_s1_random,41,,,,,,,,0.13162370958338296,1.334127219408441,1.0933074490182548e-07
fcf_s1_random,42,,,,,,,,0.04020348570405854,1.0475061009114737,0.05076043856090662
fcf_s1_random,43,,,,,,,,0.007242238531018336,1.0863959114146373,0.9412356071306234
fcf_s1_random,44,,,,,,,,0.13287629901408826,1.0442441793082813,1.0635047709151024e-07
fcf_s1_random,45,,,,,,,,0.09224778511552946,0.9278186822813931,2.684194647173399e-05
fcf_s1_random,46,,,,,,,,-0.028362123946653023,1.3259800344908088,0.006359765299221998
fcf_s1_random,47,,,,,,,,0.09316215012924457,1.053618440436586,9.206140593676082e-05
fcf_s1_random,48,,,,,,,,0.2059540747494046,1.2167207741788586,0.0
fcf_s1_random,49,,,,,,,,-0.01981549706309954,1.3693152840712088,0.07688665121432003
fcf_s1_random,50,,,,,,,,-0.0482708399334995,1.0906835217801218,0.03434898530840469
fcf_s1_random,51,,,,,,,,0.13230063012772045,1.2441020432414023,4.1165026942735494e-10
fcf_s1_random,52,,,,,,,,-0.031998224343572926,1.4236213289981963,0.002776221863231454
fcf_s1_random,53,,,,,,,,-0.054050305231038216,1.3018068344983607,0.0033340350888571013
fcf_s1_random,54,,,,,,,,0.17015942217490476,1.1807418264720098,4.440892098500626e-16
fcf_s1_random,55,,,,,,,,0.1449859607208162,1.1704311409629131,1.7200021407148824e-09
fcf_s1_random,56,,,,,,,,0.047661800162377845,1.2637947201560003,0.4355467895601217
fcf_s1_random,57,,,,,,,,0.2846206970788117,0.9009315797231047,0.0
fcf_s1_random,58,,,,,,,,0.14171225473667773,0.783562207683318,2.289279876777073e-13
fcf_s1_random,59,,,,,,,,-0.03576557810098872,1.2685978328640188,0.02843864220205994
fcf_s1_random,60,,,,,,,,0.04818119185834753,1.2749430085389943,0.13980999108322933
fcf_s1_random,61,,,,,,,,0.20099759960193417,0.5696917928165639,0.0
fcf_s1_random,62,,,,,,,,0.06503524959899304,1.3172428420367313,0.013584314303972223
fcf_s1_random,63,,,,,,,,0.18271299604092617,0.6915974676485432,0.0
fcf_s1_random,64,,,,,,,,0.25764644177258605,0.5038723687597421,0.0
fcf_s1_random,65,,,,,,,,0.2231330070139901,1.199469875569552,0.0
fcf_s1_random,66,,,,,,,,0.0023498275382860764,1.2717140413713857,0.8384352880659212
fcf_s1_random,67,,,,,,,,0.014504129005257816,1.2296305431426802,0.8334351770537598
fcf_s1_random,68,,,,,,,,0.1800786944472975,1.2622571745046849,2.6645352591003757e-15
fcf_s1_random,69,,,,,,,,0.043818683906787205,1.2902154103924428,0.37245921008182314
fcf_s1_random,70,,,,,,,,0.05293282192400188,1.1128718895829925,0.6987807722858799
