condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Little Cottonwood 2021,0,0.5397881461260304,1.065947341300313,1.8054004907608032,0.23052178899082565,0.7261554002761841,0.5519760555530163,1.608991406945628,,,
fcf_s1_random,0,,,,,,,,0.12375510145434855,1.6775025216461008,0.0
fcf_s1_random,1,,,,,,,,0.12604187242822015,1.7773223348331366,0.0
fcf_s1_random,2,,,,,,,,0.10309194354586441,1.817219599720607,0.0
fcf_s1_random,3,,,,,,,,0.1690876103310443,1.8018673013364241,0.0
fcf_s1_random,4,,,,,,,,0.5006569135753873,1.682494560484563,0.0035871737200579012
fcf_s1_random,5,,,,,,,,0.19051956752255914,1.8119551669850458,0.0
fcf_s1_random,6,,,,,,,,-0.1178816249065718,1.7211908969087784,0.0
fcf_s1_random,7,,,,,,,,0.27296444419251115,1.734577866102971,0.0
fcf_s1_random,8,,,,,,,,0.2709482102765001,1.7916416260002495,0.0
fcf_s1_random,9,,,,,,,,-0.021995662109577832,1.6484347031249342,0.0
fcf_s1_random,10,,,,,,,,0.44704990949800666,1.7063656295161393,1.3911760632367987e-11
fcf_s1_random,11,,,,,,,,0.15274755865392775,1.8093651992489894,0.0
fcf_s1_random,12,,,,,,,,0.29663981688540647,1.7393700001083923,0.0
fcf_s1_random,13,,,,,,,,0.27260898043783083,1.7831804650868888,0.0
fcf_s1_random,14,,,,,,,,0.5515981489280748,1.6985961495261483,0.7853058429779189
fcf_s1_random,15,,,,,,,,0.2657022640339152,1.7305469476013242,0.0
fcf_s1_random,16,,,,,,,,0.10056785940975523,1.7005677291794092,0.0
fcf_s1_random,17,,,,,,,,0.2823247572850129,1.7641976175956244,0.0
fcf_s1_random,18,,,,,,,,0.055175279898193985,1.7833736894381595,0.0
fcf_s1_random,19,,,,,,,,-0.017271227312080563,1.6980277255795582,0.0
fcf_s1_random,20,,,,,,,,0.06119689865275952,1.7632011401442864,0.0
fcf_s1_random,21,,,,,,,,0.044969393968999426,1.8163140476530137,0.0
fcf_s1_random,22,,,,,,,,0.39981150107574537,1.7216984596905969,0.0
fcf_s1_random,23,,,,,,,,0.44019917216668963,1.7673776015637588,1.3322676295501878e-15
fcf_s1_random,24,,,,,,,,-0.050947403070083504,1.733443247866887,0.0
fcf_s1_random,25,,,,,,,,0.2521007628930468,1.7637294172903053,0.0
fcf_s1_random,26,,,,,,,,0.2873570644440728,1.7136933791965363,0.0
fcf_s1_random,27,,,,,,,,0.499162426062812,1.8081016686384854,0.007442851771179759
fcf_s1_random,28,,,,,,,,-0.18238291664715425,1.7334111162289276,0.0
fcf_s1_random,29,,,,,,,,0.3363276799979526,1.8152410191987087,0.0
fcf_s1_random,30,,,,,,,,-0.09463854857938354,1.7608121401701278,0.0
fcf_s1_random,31,,,,,,,,0.13240601881867975,1.8015223055934533,0.0
fcf_s1_random,32,,,,,,,,0.4256344961402444,1.7567106142521187,2.220446049250313e-16
fcf_s1_random,33,,,,,,,,0.4029161235038141,1.7670653841781072,0.0
fcf_s1_random,34,,,,,,,,-0.06963678290518441,1.8138632601360778,0.0
fcf_s1_random,35,,,,,,,,0.41306827454439277,1.6117370746901958,0.0
fcf_s1_random,36,,,,,,,,-0.059881025977739435,1.742605996217765,0.0
