condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Mores 2020,0,0.08426767662873491,1.0739974121237865,1.7877546548843384,0.4862625850340136,0.5741770267486572,0.15104450340897663,1.6996863058723095,,,
fcf_s1_random,0,,,,,,,,0.026379212285901472,1.726080582622659,5.628415070924042e-05
fcf_s1_random,1,,,,,,,,0.22154577416270246,1.673930045616229,0.0
fcf_s1_random,2,,,,,,,,0.09465967363854362,1.762465051720688,0.6945302342887918
fcf_s1_random,3,,,,,,,,0.014541491912322367,1.7364970664737671,1.3941544098283742e-05
fcf_s1_random,4,,,,,,,,0.4488860225989491,1.5407796356487138,0.0
fcf_s1_random,5,,,,,,,,0.3404939136487222,1.519585096872808,0.0
fcf_s1_random,6,,,,,,,,0.3019996631116094,1.6863383715366793,0.0
fcf_s1_random,7,,,,,,,,0.13428871327746827,1.7302282170854777,0.0010766689175825128
fcf_s1_random,8,,,,,,,,0.20267947688478322,1.7318185599382812,1.0591527654923993e-13
fcf_s1_random,9,,,,,,,,0.2686637615227575,1.6937117338416363,0.0
fcf_s1_random,10,,,,,,,,0.11893521274592936,1.791860590712325,0.015588780588926765
fcf_s1_random,11,,,,,,,,-0.07875549612048696,1.720137034030625,0.0
fcf_s1_random,12,,,,,,,,0.2163041390805528,1.7122619340959615,6.661338147750939e-16
fcf_s1_random,13,,,,,,,,0.18055721104875982,1.722480922793136,6.272091424008863e-08
fcf_s1_random,14,,,,,,,,0.12831169366989187,1.720063975156799,0.015151290293721864
fcf_s1_random,15,,,,,,,,-0.19348894449250711,1.7526277770347534,0.0
fcf_s1_random,16,,,,,,,,0.1828840605368328,1.5678924307103614,1.0672949191103953e-09
fcf_s1_random,17,,,,,,,,0.2139894398087174,1.7215989586502363,4.440892098500626e-16
fcf_s1_random,18,,,,,,,,0.18901434345570545,1.7249986467435192,5.216382881201298e-11
fcf_s1_random,19,,,,,,,,0.22473224303688782,1.7182786833314294,2.220446049250313e-16
fcf_s1_random,20,,,,,,,,0.09113192793522157,1.6663373202105685,0.833865921141925
fcf_s1_random,21,,,,,,,,0.2291886313639054,1.771292459104523,0.0
fcf_s1_random,22,,,,,,,,0.24107839603117903,1.625345031798894,0.0
fcf_s1_random,23,,,,,,,,0.12271050178552348,1.4219601316318018,0.02089572860946398
fcf_s1_random,24,,,,,,,,-0.1020867025788974,1.7706919361013034,0.0
fcf_s1_random,25,,,,,,,,0.3021137122754895,1.71980508939006,0.0
fcf_s1_random,26,,,,,,,,0.2605323780263327,1.6659269470673153,0.0
fcf_s1_random,27,,,,,,,,0.3092874521649416,1.545026831875165,0.0
fcf_s1_random,28,,,,,,,,0.1722004659963333,1.7088635545338853,1.8618286423688346e-07
fcf_s1_random,29,,,,,,,,0.18483123572424878,1.6995428506280963,1.3027208201066287e-09
fcf_s1_random,30,,,,,,,,0.16931070904704912,1.6978421630811678,5.8902894117807136e-08
fcf_s1_random,31,,,,,,,,0.06098154953697092,1.7613890696965864,0.47799833924701085
fcf_s1_random,32,,,,,,,,0.02269590595898396,1.7580710769577956,0.0001249207711602196
fcf_s1_random,33,,,,,,,,0.22030621334022912,1.5693373104873942,0.0
fcf_s1_random,34,,,,,,,,0.06004403526108746,1.7207284376205667,0.09883057791705796
fcf_s1_random,35,,,,,,,,0.23600428807716312,1.6542935449527756,0.0
fcf_s1_random,36,,,,,,,,0.16550892152048705,1.6890588790588417,2.1349331496001156e-06
fcf_s1_random,37,,,,,,,,0.27107875667242115,1.608102189264628,0.0
fcf_s1_random,38,,,,,,,,0.07755317799887627,1.717640828523488,0.5509984671821531
fcf_s1_random,39,,,,,,,,0.350172854501559,1.5145761660519461,0.0
fcf_s1_random,40,,,,,,,,0.05151884637457416,1.7409061301738913,0.06085103991887508
fcf_s1_random,41,,,,,,,,0.15490328061688116,1.714684770027699,2.7075561550127247e-05
fcf_s1_random,42,,,,,,,,-0.1519664215330127,1.736989371625461,0.0
fcf_s1_random,43,,,,,,,,-0.06800446143165911,1.76066074894017,0.0
fcf_s1_random,44,,,,,,,,0.06287870099622218,1.7285265972018329,0.13197090167237668
fcf_s1_random,45,,,,,,,,0.11795129213004774,1.7368064889267911,0.050131051097079604
fcf_s1_random,46,,,,,,,,0.24590652934163645,1.6409869268351278,0.0
fcf_s1_random,47,,,,,,,,0.15747797663817273,1.7432264281405148,5.806317479040146e-06
