condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Banner 2021,0,0.41537871427426587,0.8915869451365991,1.4799944162368774,0.4972607487218201,0.8597460389137268,0.4201221330070349,1.3211076340060763,,,
fcf_s1_random,0,,,,,,,,0.06540240345678425,1.4620680344672994,0.0
fcf_s1_random,1,,,,,,,,0.203587053920492,1.4078144038986167,0.0
fcf_s1_random,2,,,,,,,,0.1543421627563472,1.3056117812730483,0.0
fcf_s1_random,3,,,,,,,,0.1284024632611294,1.421907157370983,0.0
fcf_s1_random,4,,,,,,,,0.022789953215587952,1.448391558132374,0.0
fcf_s1_random,5,,,,,,,,-0.11166762193660568,1.4499884120966602,0.0
fcf_s1_random,6,,,,,,,,0.1113162245706962,1.3575668100838285,0.0
fcf_s1_random,7,,,,,,,,0.03493266331148595,1.2900315835081797,0.0
fcf_s1_random,8,,,,,,,,0.0805534379204314,1.4558933945816588,0.0
fcf_s1_random,9,,,,,,,,0.13951413749751615,1.3394677664917163,0.0
fcf_s1_random,10,,,,,,,,0.009913109318019026,1.1044529757371975,0.0
fcf_s1_random,11,,,,,,,,0.05783855265724478,1.4563124273772023,0.0
fcf_s1_random,12,,,,,,,,0.22555459418002105,1.4248377087769362,0.0
fcf_s1_random,13,,,,,,,,0.06509339811925369,1.0871396114483314,0.0
fcf_s1_random,14,,,,,,,,0.12982516633271238,1.4081686766131198,0.0
fcf_s1_random,15,,,,,,,,-0.053687532485960865,1.5051748049251779,0.0
fcf_s1_random,16,,,,,,,,-0.04220723599619426,1.3921471506985683,0.0
fcf_s1_random,17,,,,,,,,0.25453526017228567,1.436948919999519,0.0
fcf_s1_random,18,,,,,,,,0.1390000722281745,1.3898693401655735,0.0
fcf_s1_random,19,,,,,,,,0.08016726782668449,1.4694059250260767,0.0
fcf_s1_random,20,,,,,,,,0.2151595680220868,1.3281190098189282,0.0
