condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Fraser 2021,0,0.18382002487927698,0.6541369851067282,0.862987756729126,0.6578191919191919,0.9648035168647766,0.2168937604879442,0.8555218352567678,,,
fcf_s1_random,0,,,,,,,,0.29413994318957193,0.8427384942899848,0.0
fcf_s1_random,1,,,,,,,,0.26518416668316735,0.7782426784470452,2.220446049250313e-16
fcf_s1_random,2,,,,,,,,0.1372637755649352,0.8712419499002895,8.008484781996117e-07
fcf_s1_random,3,,,,,,,,0.3334859432737976,0.7757697879403647,0.0
fcf_s1_random,4,,,,,,,,0.1575023551809747,0.8585218349422442,0.1076244599141194
fcf_s1_random,5,,,,,,,,0.0011969572000121054,0.8423270133102656,0.0
fcf_s1_random,6,,,,,,,,0.29205860316902577,0.8510934194347645,0.0
fcf_s1_random,7,,,,,,,,0.2072491829396612,0.8451330935980227,0.4791327573195612
fcf_s1_random,8,,,,,,,,0.13784439262821108,0.8242360064852856,9.676302044336893e-05
fcf_s1_random,9,,,,,,,,0.05951087657542117,0.6095353052358335,0.0
fcf_s1_random,10,,,,,,,,0.24754693192062563,0.8488289569476019,1.0452649412684423e-08
fcf_s1_random,11,,,,,,,,0.02664360134523005,0.8516067130818413,0.0
fcf_s1_random,12,,,,,,,,0.20878601309004247,0.7730521519807422,0.008366014803948385
fcf_s1_random,13,,,,,,,,0.008066648060438773,0.7957962058189139,0.0
fcf_s1_random,14,,,,,,,,0.13553703434139397,0.7734600602321569,0.00021641737875133238
fcf_s1_random,15,,,,,,,,0.08414182141388764,0.6689324536889729,2.05773176276125e-11
fcf_s1_random,16,,,,,,,,0.1353622214773481,0.8505331545191154,0.0002391483020187657
fcf_s1_random,17,,,,,,,,0.20921985258061704,0.8678851021780201,0.021569894990872696
fcf_s1_random,18,,,,,,,,0.05054673724288521,0.8259410093064484,0.0
fcf_s1_random,19,,,,,,,,0.09540314721583629,0.4594705512670394,1.5890795346251707e-07
fcf_s1_random,20,,,,,,,,0.1919388355112705,0.8763516967915992,0.44474881879731987
fcf_s1_random,21,,,,,,,,0.2231072126190531,0.818967698475853,0.0001762395952584761
fcf_s1_random,22,,,,,,,,0.23976968744566587,0.87636012504256,3.6180963913778896e-07
fcf_s1_random,23,,,,,,,,0.1340168239319776,0.7921311655234596,0.007431314231154618
fcf_s1_random,24,,,,,,,,-0.16180687824004347,0.6774091278013192,0.0
fcf_s1_random,25,,,,,,,,0.2408430518761533,0.8358608759147264,1.298370840041585e-05
fcf_s1_random,26,,,,,,,,0.20420598671291307,0.832552753602131,0.03192344186066842
fcf_s1_random,27,,,,,,,,0.17140436330012,0.8749560940880142,0.25960968829961373
fcf_s1_random,28,,,,,,,,0.28165891076983884,0.6507997447351438,0.0
fcf_s1_random,29,,,,,,,,0.24120274693135013,0.8566766493935599,1.0651319672927428e-05
fcf_s1_random,30,,,,,,,,0.269454570841909,0.7760763929608362,2.5210944443188055e-12
fcf_s1_random,31,,,,,,,,-0.018504222010064107,0.7928541623877784,0.0
fcf_s1_random,32,,,,,,,,0.18275455299672833,0.8000997415568687,0.15360430044528894
fcf_s1_random,33,,,,,,,,0.07064844082923319,0.6112398826149792,0.0
fcf_s1_random,34,,,,,,,,0.3430136814229169,0.8438467674819403,0.0
fcf_s1_random,35,,,,,,,,-0.1361076115855243,0.6895910828085252,0.0
fcf_s1_random,36,,,,,,,,0.04075861115245015,0.8165786887091793,0.0
fcf_s1_random,37,,,,,,,,0.07273501652636828,0.834371158155678,0.0
fcf_s1_random,38,,,,,,,,0.23871802481468984,0.7987658475035788,3.4599854070727076e-07
fcf_s1_random,39,,,,,,,,0.13330238792997445,0.6972272042273379,2.4419148593635143e-05
fcf_s1_random,40,,,,,,,,0.014992541797919671,0.8343910473520956,0.0
fcf_s1_random,41,,,,,,,,-0.012659157812740449,0.802047433626115,0.0
fcf_s1_random,42,,,,,,,,0.28333328655713214,0.8837587647078744,1.3391510123028638e-12
fcf_s1_random,43,,,,,,,,0.1809522104369604,0.8070680196348954,0.754879587587332
fcf_s1_random,44,,,,,,,,0.03960456306326123,0.7282127623363829,0.0
fcf_s1_random,45,,,,,,,,0.028868080862271363,0.8432505717905833,0.0
fcf_s1_random,46,,,,,,,,0.15928928798255235,0.875284752676769,0.1161017349941953
fcf_s1_random,47,,,,,,,,0.06264991778063672,0.7102587047845559,0.0
fcf_s1_random,48,,,,,,,,0.02685700452053487,0.8183288890857859,0.0
fcf_s1_random,49,,,,,,,,-0.04685297198919487,0.7664974637285084,0.0
