condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Mores 2021,0,0.39756464003682546,0.9145271045588742,1.5961477756500244,0.4869843168527379,0.8634313344955444,0.4428584427925394,1.4431050419015095,,,
fcf_s1_random,0,,,,,,,,0.07783947762321419,1.5697052684846526,0.0
fcf_s1_random,1,,,,,,,,-0.25070796397679346,1.5830680382677091,0.0
fcf_s1_random,2,,,,,,,,0.20416503624942295,1.554728188383652,0.0
fcf_s1_random,3,,,,,,,,0.38861331490553613,1.379725659269844,0.9946238738348834
fcf_s1_random,4,,,,,,,,0.12348614596724543,1.540632940946031,0.0
fcf_s1_random,5,,,,,,,,0.2740210579901984,1.5392396170294034,0.0
fcf_s1_random,6,,,,,,,,0.431265809472375,1.4336177366008285,0.0036574180655299937
fcf_s1_random,7,,,,,,,,0.0644004211742641,1.5153571437720574,0.0
fcf_s1_random,8,,,,,,,,0.1608130076371096,1.368339126703354,0.0
fcf_s1_random,9,,,,,,,,-0.14440151428244188,1.5780581498339612,0.0
fcf_s1_random,10,,,,,,,,-0.1686344049068257,1.5620356602406478,0.0
fcf_s1_random,11,,,,,,,,0.3711926953081443,1.5406219729251247,0.0029309152449950027
fcf_s1_random,12,,,,,,,,0.462151263792776,1.2608436090329047,6.035632050149786e-06
fcf_s1_random,13,,,,,,,,0.22631227489626285,1.3195413309369308,0.0
fcf_s1_random,14,,,,,,,,-0.20532214682478164,1.5513781334982584,0.0
fcf_s1_random,15,,,,,,,,-0.3731431323217143,1.567664173151686,0.0
fcf_s1_random,16,,,,,,,,-0.11055221424991621,1.5839405241493003,0.0
fcf_s1_random,17,,,,,,,,-0.3416428970390328,1.570179544006925,0.0
fcf_s1_random,18,,,,,,,,-0.11421049778872325,1.481121213718036,0.0
fcf_s1_random,19,,,,,,,,0.12953198796174417,1.3027299514191728,0.0
fcf_s1_random,20,,,,,,,,0.28545014561358517,1.4274157091625943,4.75175454539567e-14
fcf_s1_random,21,,,,,,,,0.12674838593887627,1.582033664219416,0.0
fcf_s1_random,22,,,,,,,,0.10662811188941128,1.4819934725346158,0.0
fcf_s1_random,23,,,,,,,,0.07925898896895546,1.568343312548153,0.0
fcf_s1_random,24,,,,,,,,-0.17935210911527788,1.5161467063058076,0.0
fcf_s1_random,25,,,,,,,,-0.18196269947155197,1.5626818677288805,0.0
fcf_s1_random,26,,,,,,,,0.09035944236845118,1.5478347187208221,0.0
fcf_s1_random,27,,,,,,,,-0.0015356097950177917,1.5980867647199768,0.0
fcf_s1_random,28,,,,,,,,0.13858378732808935,1.5470548107266289,0.0
fcf_s1_random,29,,,,,,,,0.04609028919362348,1.5815660145119408,0.0
fcf_s1_random,30,,,,,,,,0.4505685653564834,1.5101054056316283,3.8796867167123494e-05
fcf_s1_random,31,,,,,,,,0.17313602461706598,1.5390134417435672,0.0
fcf_s1_random,32,,,,,,,,0.6059902966150525,1.478896259262145,0.0
fcf_s1_random,33,,,,,,,,-0.09908925836246718,1.5715421050603622,0.0
fcf_s1_random,34,,,,,,,,-0.22617581624769242,1.5394333118264856,0.0
fcf_s1_random,35,,,,,,,,0.0032368568647387014,1.2522668759453055,0.0
fcf_s1_random,36,,,,,,,,-0.09563084935655225,1.5528077822927668,0.0
fcf_s1_random,37,,,,,,,,0.5408603611427939,1.4122349489518344,0.0
fcf_s1_random,38,,,,,,,,0.02863652524778924,1.4882644149527273,0.0
