condition,round,real_r,real_rmse,mean_snowdepth,fcf_mean,dry_percentage,valid-sd,optimized_r,optimized_rmse,random_r,random_rmse,fischerz
Dry Creek 2020,0,0.2051086603564236,0.7382410700288716,1.0480892658233643,0.5988861327663596,0.7546440362930298,4252.0,0.25270951893725163,0.9909454932431695,,,
invert,0,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,1,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,2,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,3,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,4,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,5,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,6,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,7,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,8,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,9,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,10,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,11,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,12,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,13,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,14,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,15,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,16,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,17,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,18,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,19,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,20,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,21,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,22,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,23,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,24,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,25,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,26,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,27,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,28,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,29,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,30,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,31,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,32,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,33,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,34,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,35,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,36,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,37,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,38,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,39,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,40,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,41,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,42,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,43,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,44,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,45,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,46,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,47,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,48,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
invert,49,,,,,,,,,-0.044265165154655034,0.8372798801707311,0.0
fcf_s1_random,0,,,,,,,,,0.26647662501026476,0.9519903755398635,9.602285554000112e-05
fcf_s1_random,1,,,,,,,,,0.39612977658128834,0.539623356563141,0.0
fcf_s1_random,2,,,,,,,,,0.06835997634276728,0.7860411706566388,0.0
fcf_s1_random,3,,,,,,,,,0.20084968013660368,0.7936286393877686,0.2996630621948917
fcf_s1_random,4,,,,,,,,,0.12240254700100157,0.7907076735010878,8.224988246041676e-09
fcf_s1_random,5,,,,,,,,,-0.09607209574445065,0.9178931819887586,0.0
fcf_s1_random,6,,,,,,,,,-0.09692868676995255,0.9712659800400667,0.0
fcf_s1_random,7,,,,,,,,,0.03890168446536546,0.995970649999444,0.0
fcf_s1_random,8,,,,,,,,,0.12222869491218219,0.7911505292866271,5.657300850003821e-09
fcf_s1_random,9,,,,,,,,,-0.1121970810743811,1.0046098993514352,0.0
fcf_s1_random,10,,,,,,,,,0.19225045318100997,0.677190434607123,0.33264554747058117
fcf_s1_random,11,,,,,,,,,0.21028609945524993,1.0122913167353578,0.14588339870842026
fcf_s1_random,12,,,,,,,,,0.048075695163815726,0.9644098163232552,0.0
fcf_s1_random,13,,,,,,,,,0.31577416891617055,1.0253117932141318,6.128385705572725e-07
fcf_s1_random,14,,,,,,,,,0.20878061541155754,0.6004199048913728,0.6125503994635126
fcf_s1_random,15,,,,,,,,,0.40377474484788406,0.5906635253471983,0.0
fcf_s1_random,16,,,,,,,,,0.29280194465573706,1.039075357365401,5.815770380834806e-07
fcf_s1_random,17,,,,,,,,,0.28476097708279063,0.9726017485447136,1.252884647140462e-07
fcf_s1_random,18,,,,,,,,,0.19202339918263261,0.624362466180077,0.41451539708491314
fcf_s1_random,19,,,,,,,,,0.20347076459318714,1.0119616384002301,0.9167991111545011
fcf_s1_random,20,,,,,,,,,0.19131671976109538,0.8632391414832651,0.16497741468857896
fcf_s1_random,21,,,,,,,,,0.2350751496319749,0.7450194990677244,0.0891518957574764
fcf_s1_random,22,,,,,,,,,0.2067494011719624,0.9509291389352375,0.7783759858625816
fcf_s1_random,23,,,,,,,,,0.02882082592216449,0.9151449308116095,0.0
fcf_s1_random,24,,,,,,,,,0.028175290721400716,0.9397451398188534,0.0
fcf_s1_random,25,,,,,,,,,0.0228328011755327,0.9008968888816509,0.0
fcf_s1_random,26,,,,,,,,,0.31985803841972593,0.991863448352894,3.1086244689504383e-15
fcf_s1_random,27,,,,,,,,,0.32560558020249986,1.0364044828526207,1.0368594871579262e-11
fcf_s1_random,28,,,,,,,,,0.061835764189428405,0.9728547548783254,0.0
fcf_s1_random,29,,,,,,,,,0.24123742505985207,0.9747802914814684,0.05371225406708802
fcf_s1_random,30,,,,,,,,,-0.12241895788855393,0.9221763288610862,0.0
fcf_s1_random,31,,,,,,,,,-0.013047847897712204,1.0093596400297342,0.0
fcf_s1_random,32,,,,,,,,,-0.05548546321139419,0.9506386928316961,0.0
fcf_s1_random,33,,,,,,,,,0.24316320383437875,0.8003517403730837,0.06383857345742183
fcf_s1_random,34,,,,,,,,,0.2383614366955446,0.9686485698627922,0.041993381713676836
fcf_s1_random,35,,,,,,,,,0.013180512402366769,1.0093197894881245,0.0
fcf_s1_random,36,,,,,,,,,-0.12210434869267148,0.9168345058205074,0.0
fcf_s1_random,37,,,,,,,,,0.26057452954599475,0.9661170919027852,0.000492526429999085
fcf_s1_random,38,,,,,,,,,0.3660588147851057,0.7448667087514275,0.0
fcf_s1_random,39,,,,,,,,,-0.09568194820314475,0.9580293581544045,0.0
fcf_s1_random,40,,,,,,,,,-0.04496235609378457,0.9230708372676639,0.0
fcf_s1_random,41,,,,,,,,,0.07348697800907475,0.7507346371722807,0.0
fcf_s1_random,42,,,,,,,,,0.05198759437134025,0.9291209212390023,0.0
fcf_s1_random,43,,,,,,,,,0.2483430566325244,0.8167593819084317,0.0021250641716119567
fcf_s1_random,44,,,,,,,,,0.24096011739465148,1.037895766836395,0.7347108246544927
fcf_s1_random,45,,,,,,,,,-0.020677764657490612,0.8852908907403099,0.0
fcf_s1_random,46,,,,,,,,,0.30339021969879276,1.0264934570082613,1.4818857252407724e-09
fcf_s1_random,47,,,,,,,,,0.2708682973986844,1.010296661891397,0.0004675401686713432
fcf_s1_random,48,,,,,,,,,0.3280885803658426,0.8833262454128894,3.5083047578154947e-14
fcf_s1_random,49,,,,,,,,,0.18736984529375406,0.8553823476541584,0.14949948420674697
s1_random,0,,,,,,,,,0.039825848178253034,0.9678639079722492,0.0
s1_random,1,,,,,,,,,0.2477742705413111,0.7066535317518741,0.014019512430116343
s1_random,2,,,,,,,,,0.062271361985384265,1.0136243731120742,0.0
s1_random,3,,,,,,,,,0.27225835607366594,0.8039110604464456,0.0002713583369635675
s1_random,4,,,,,,,,,0.2023657488424961,0.8164707520462258,0.16249769008607817
s1_random,5,,,,,,,,,0.20857792825669888,0.7094403814851474,0.49380631178280465
s1_random,6,,,,,,,,,0.2446905170999366,0.8000607430069361,0.021400167480252197
s1_random,7,,,,,,,,,0.19641597378138767,0.8534936631575952,0.8799406203435967
s1_random,8,,,,,,,,,0.16444288712586344,0.7993220968834296,0.003826306707420679
s1_random,9,,,,,,,,,-0.010248863557461952,1.0163169029641002,0.0
s1_random,10,,,,,,,,,0.312191557668857,0.7403791324699142,9.160268099606128e-10
s1_random,11,,,,,,,,,0.3069107757086964,1.0458280016443746,5.084895837725867e-09
s1_random,12,,,,,,,,,0.02745576014273864,0.7651259269043089,0.0
s1_random,13,,,,,,,,,0.131564111111021,0.9113378259172134,4.566600682043287e-07
s1_random,14,,,,,,,,,-0.1575991380390437,0.9647845911313339,0.0
s1_random,15,,,,,,,,,0.2574827598616845,0.775092738022753,0.007576475171251484
s1_random,16,,,,,,,,,0.04360396232216094,0.91304624131973,0.0
s1_random,17,,,,,,,,,0.3199140106909042,0.7939274176489127,2.167266366370768e-11
s1_random,18,,,,,,,,,0.13575562699742869,0.8301989959129404,9.223350025955313e-07
s1_random,19,,,,,,,,,-0.13471106255984808,0.8428835357853964,0.0
s1_random,20,,,,,,,,,0.20750180177264482,1.0009267500114647,0.5484449307263244
s1_random,21,,,,,,,,,0.18010513268014816,0.9729658043845109,0.08913147187501069
s1_random,22,,,,,,,,,0.3428171670995804,0.9955557160711179,0.0
s1_random,23,,,,,,,,,0.16386119618733724,0.6569267776320444,1.7176521358797103e-05
s1_random,24,,,,,,,,,0.14770751802203758,0.9642236155302651,0.00018593933390120831
s1_random,25,,,,,,,,,0.3001593232855034,1.0099139887912596,4.1990609947806234e-05
s1_random,26,,,,,,,,,0.17677517364703024,1.0070855248955894,0.0002251073800507708
s1_random,27,,,,,,,,,0.18208126615406175,0.993374674785702,0.03750660549591678
s1_random,28,,,,,,,,,0.23312304865712022,1.0131198557746621,0.9162219551411825
s1_random,29,,,,,,,,,0.2254860102964091,0.5174559647455571,0.7458991993747652
s1_random,30,,,,,,,,,0.3976435367533551,0.625705956086386,0.0
s1_random,31,,,,,,,,,0.13666251108802008,0.9781826175178523,8.050299946660289e-07
s1_random,32,,,,,,,,,0.1392499628824017,0.9964405193548228,1.7199821421565176e-05
s1_random,33,,,,,,,,,0.124818897827832,0.7202218367742099,2.2738768201691073e-08
s1_random,34,,,,,,,,,0.16421253353220516,0.9732029369562978,0.005414340648537852
s1_random,35,,,,,,,,,0.15249116872837817,0.6326582878878179,0.00159871985808957
s1_random,36,,,,,,,,,0.0755944290384814,0.9003853311509856,4.440892098500626e-16
s1_random,37,,,,,,,,,0.0025956899268457035,0.9848681083139876,0.0
s1_random,38,,,,,,,,,0.0012691407943817307,0.8628124983798872,0.0
s1_random,39,,,,,,,,,0.21551421624873318,0.9773686590914846,0.5769498973555884
s1_random,40,,,,,,,,,0.12180921171816707,0.7919248433348852,3.3073721539267353e-10
s1_random,41,,,,,,,,,-0.07119922029189885,0.951689519268075,0.0
s1_random,42,,,,,,,,,0.6020547482909886,0.6572899300563412,0.0
s1_random,43,,,,,,,,,0.29044758001443366,0.7985540507723242,8.53917088528e-06
s1_random,44,,,,,,,,,0.10018820891767803,1.053894950858353,4.218847493575595e-15
s1_random,45,,,,,,,,,0.17196967339148184,0.9896366376037762,0.008534048868748645
s1_random,46,,,,,,,,,0.14706584071768436,0.6705350551045557,1.8261089389515206e-06
s1_random,47,,,,,,,,,0.18168838939676266,0.817635716376149,0.05903843274286835
s1_random,48,,,,,,,,,0.0832386270702462,0.9818382720519605,4.440892098500626e-16
s1_random,49,,,,,,,,,0.12071558779633773,0.7901441564343116,4.70756566173236e-06
